SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SGBJUN27, GB, 30-Aug-2019, 3700.00, 3700.00, 3700.00, 3700.00, 3700.00, 3700.00, 3700.00, 3, 0.11, 2, 3, 100.00
SGBMAR24, GB, 30-Aug-2019, 3790.33, 3780.00, 3800.00, 3780.00, 3790.00, 3790.00, 3794.50, 90, 3.42, 6, 90, 100.00
SGBMAR25, GB, 30-Aug-2019, 3763.50, 3701.00, 3749.95, 3683.00, 3700.00, 3700.00, 3716.55, 73, 2.71, 29, 52, 71.23
SGBMAY25, GB, 30-Aug-2019, 3745.58, 3726.00, 3800.00, 3710.00, 3800.00, 3783.38, 3758.90, 117, 4.40, 22, 105, 89.74
SGBMAY26, GB, 30-Aug-2019, 3672.00, 3700.00, 3700.00, 3700.00, 3700.00, 3700.00, 3700.00, 3, 0.11, 1, 3, 100.00
SGBNOV23, GB, 30-Aug-2019, 3800.00, 3820.00, 3840.00, 3752.50, 3840.00, 3840.00, 3834.63, 371, 14.23, 26, 351, 94.61
SGBNOV24, GB, 30-Aug-2019, 3768.67, 3750.00, 3760.00, 3727.00, 3745.00, 3742.17, 3742.13, 205, 7.67, 36, 165, 80.49
SGBNOV258, GB, 30-Aug-2019, 3800.00, 3601.25, 3601.25, 3601.25, 3601.25, 3601.25, 3601.25, 1, 0.04, 1, 1, 100.00
SGBNOV25IX, GB, 30-Aug-2019, 3610.00, 3610.00, 3681.00, 3610.00, 3680.00, 3680.00, 3658.27, 237, 8.67, 8, 179, 75.53
SGBNOV25VI, GB, 30-Aug-2019, 3652.00, 3630.10, 3631.11, 3630.10, 3631.11, 3631.11, 3630.61, 2, 0.07, 2, 1, 50.00
SGBNOV26, GB, 30-Aug-2019, 3700.00, 3700.00, 3700.00, 3652.00, 3652.00, 3652.00, 3697.09, 33, 1.22, 5, 31, 93.94
SGBOCT25, GB, 30-Aug-2019, 3690.00, 3700.00, 3701.00, 3700.00, 3701.00, 3701.00, 3700.50, 2, 0.07, 2, 2, 100.00
SGBOCT25IV, GB, 30-Aug-2019, 3700.00, 3700.00, 3700.00, 3671.00, 3671.00, 3671.00, 3690.36, 28, 1.03, 8, 26, 92.86
SGBOCT25V, GB, 30-Aug-2019, 3700.00, 3650.00, 3650.00, 3650.00, 3650.00, 3650.00, 3650.00, 1, 0.04, 1, 1, 100.00
SGBOCT26, GB, 30-Aug-2019, 3695.00, 3790.00, 3790.00, 3660.00, 3790.00, 3790.00, 3751.17, 30, 1.13, 4, 19, 63.33
SGBSEP24, GB, 30-Aug-2019, 3812.96, 3790.00, 3815.00, 3770.00, 3770.00, 3770.00, 3794.89, 90, 3.42, 16, 68, 75.56
SGL, BE, 30-Aug-2019, 8.60, 8.20, 9.00, 8.20, 8.70, 8.95, 8.48, 6540, 0.55, 39, -, -
SHAHALLOYS, EQ, 30-Aug-2019, 8.20, 8.70, 8.75, 8.25, 8.25, 8.25, 8.60, 2695, 0.23, 9, 2495, 92.58
SHAKTIPUMP, EQ, 30-Aug-2019, 275.15, 279.85, 279.85, 266.40, 270.20, 271.05, 272.29, 14080, 38.34, 844, 5970, 42.40
SHALBY, EQ, 30-Aug-2019, 80.95, 82.00, 82.75, 79.40, 80.50, 80.15, 80.51, 15320, 12.33, 609, 9627, 62.84
SHALPAINTS, EQ, 30-Aug-2019, 70.50, 70.30, 74.50, 70.00, 73.10, 73.70, 72.27, 44749, 32.34, 784, 32275, 72.12
SHANKARA, EQ, 30-Aug-2019, 264.50, 261.00, 267.00, 259.25, 261.75, 262.80, 263.39, 10012, 26.37, 603, 4337, 43.32
SHANTIGEAR, EQ, 30-Aug-2019, 90.50, 93.95, 93.95, 90.60, 93.00, 92.80, 92.19, 1455, 1.34, 92, 1021, 70.17
SHARDACROP, EQ, 30-Aug-2019, 284.10, 285.75, 288.30, 273.00, 275.00, 275.90, 276.86, 8013, 22.18, 927, 6271, 78.26
SHARDAMOTR, EQ, 30-Aug-2019, 921.70, 949.95, 950.95, 931.25, 942.50, 942.70, 943.87, 268, 2.53, 104, 137, 51.12
SHARIABEES, EQ, 30-Aug-2019, 247.51, 250.00, 252.70, 250.00, 251.04, 250.18, 250.19, 20, 0.05, 4, 18, 90.00
SHEMAROO, EQ, 30-Aug-2019, 245.50, 250.00, 259.60, 246.00, 248.00, 248.60, 250.41, 7372, 18.46, 286, 6300, 85.46
SHILPAMED, EQ, 30-Aug-2019, 210.00, 214.00, 216.00, 209.00, 215.00, 214.50, 211.73, 20309, 43.00, 666, 14418, 70.99
SHIRPUR-G, EQ, 30-Aug-2019, 14.20, 14.00, 14.70, 13.70, 14.00, 14.05, 14.28, 17122, 2.44, 161, 14562, 85.05
SHIVAMAUTO, EQ, 30-Aug-2019, 18.60, 19.20, 19.40, 18.55, 18.90, 18.90, 18.98, 23297, 4.42, 141, 16221, 69.63
SHIVAMILLS, EQ, 30-Aug-2019, 33.20, 32.60, 33.30, 31.70, 32.10, 32.15, 32.08, 976, 0.31, 31, 932, 95.49
SHIVATEX, EQ, 30-Aug-2019, 102.90, 101.00, 108.00, 99.10, 108.00, 105.35, 102.67, 2631, 2.70, 95, 2096, 79.67
SHK, EQ, 30-Aug-2019, 130.05, 129.00, 137.90, 124.10, 124.65, 125.65, 128.65, 43014, 55.34, 1441, 23233, 54.01
SHOPERSTOP, EQ, 30-Aug-2019, 395.55, 390.50, 404.45, 390.50, 401.95, 401.00, 399.76, 8324, 33.28, 336, 5539, 66.54
SHREDIGCEM, EQ, 30-Aug-2019, 15.40, 15.55, 15.80, 15.45, 15.75, 15.65, 15.51, 19079, 2.96, 41, 18731, 98.18
SHREECEM, EQ, 30-Aug-2019, 18520.00, 18570.00, 18614.95, 18279.00, 18600.00, 18573.80, 18483.06, 31940, 5903.49, 12217, 19853, 62.16
SHREEPUSHK, EQ, 30-Aug-2019, 90.95, 91.25, 92.80, 88.05, 90.50, 89.35, 89.95, 7255, 6.53, 663, 3702, 51.03
SHREERAMA, BE, 30-Aug-2019, 4.45, 4.40, 4.65, 4.25, 4.50, 4.50, 4.34, 4534, 0.20, 31, -, -
SHRENIK, BE, 30-Aug-2019, 41.60, 41.90, 41.90, 41.80, 41.90, 41.90, 41.85, 47400, 19.84, 80, -, -
SHREYANIND, EQ, 30-Aug-2019, 119.60, 121.00, 121.00, 116.05, 117.15, 118.00, 117.97, 8405, 9.91, 328, 4623, 55.00
SHREYAS, EQ, 30-Aug-2019, 87.70, 90.25, 90.40, 84.25, 84.55, 84.65, 87.42, 5663, 4.95, 294, 3542, 62.55
SHRIPISTON, BE, 30-Aug-2019, 790.40, 751.05, 798.00, 750.90, 778.50, 778.50, 770.73, 170, 1.31, 10, -, -
SHRIRAMCIT, EQ, 30-Aug-2019, 1347.70, 1350.90, 1350.95, 1333.00, 1336.00, 1339.45, 1347.23, 12457, 167.82, 280, 11751, 94.33
SHRIRAMEPC, EQ, 30-Aug-2019, 9.95, 10.15, 10.30, 9.85, 9.85, 10.10, 10.03, 151968, 15.24, 255, 75218, 49.50
SHUBHLAXMI, SM, 30-Aug-2019, 174.00, 178.40, 179.00, 177.75, 179.00, 179.00, 178.39, 4000, 7.14, 4, 4000, 100.00
SHYAMCENT, EQ, 30-Aug-2019, 2.95, 2.85, 3.05, 2.85, 2.85, 2.85, 2.95, 15150, 0.45, 37, 14943, 98.63
SICAGEN, BE, 30-Aug-2019, 19.60, 20.10, 20.10, 18.70, 19.70, 19.25, 19.17, 17361, 3.33, 69, -, -
SICAL, EQ, 30-Aug-2019, 28.50, 28.75, 29.90, 27.30, 29.75, 29.70, 28.94, 100503, 29.08, 634, 58818, 58.52
SIEMENS, EQ, 30-Aug-2019, 1175.95, 1180.00, 1209.00, 1166.10, 1206.00, 1202.25, 1189.39, 423932, 5042.19, 28750, 132479, 31.25
SIGIND, EQ, 30-Aug-2019, 20.60, 20.90, 23.45, 20.75, 21.70, 21.60, 21.86, 9898, 2.16, 177, 7134, 72.08
SIL, BE, 30-Aug-2019, 12.40, 11.90, 13.00, 11.90, 12.15, 12.20, 12.13, 170, 0.02, 6, -, -
SILINV, EQ, 30-Aug-2019, 150.10, 150.00, 151.60, 147.35, 147.50, 147.95, 149.04, 356, 0.53, 130, 135, 37.92
SILVERTUC, SM, 30-Aug-2019, 112.00, 112.00, 112.00, 112.00, 112.00, 112.00, 112.00, 1000, 1.12, 1, 1000, 100.00
SIMBHALS, EQ, 30-Aug-2019, 6.15, 6.00, 6.15, 5.90, 6.00, 6.00, 6.01, 6021, 0.36, 18, 4516, 75.00
SIMPLEXINF, EQ, 30-Aug-2019, 45.40, 45.85, 52.80, 44.50, 45.50, 46.35, 48.14, 154768, 74.51, 2636, 95611, 61.78
SINTEX, EQ, 30-Aug-2019, 2.00, 2.05, 2.10, 2.00, 2.10, 2.10, 2.08, 878914, 18.30, 708, 610558, 69.47
SIRCA, BE, 30-Aug-2019, 184.40, 189.90, 189.90, 186.00, 187.50, 187.45, 187.81, 905, 1.70, 17, -, -
SIS, EQ, 30-Aug-2019, 753.35, 764.00, 770.00, 751.10, 770.00, 757.45, 755.11, 135612, 1024.02, 472, 133005, 98.08
SITASHREE, BE, 30-Aug-2019, 0.35, 0.30, 0.40, 0.30, 0.40, 0.35, 0.36, 6609, 0.02, 16, -, -
SITINET, EQ, 30-Aug-2019, 1.90, 1.85, 1.90, 1.85, 1.85, 1.90, 1.86, 179535, 3.34, 67, 154971, 86.32
SIYSIL, EQ, 30-Aug-2019, 210.10, 211.70, 213.25, 204.00, 209.80, 208.90, 209.85, 58249, 122.24, 425, 55323, 94.98
SJVN, EQ, 30-Aug-2019, 24.00, 24.10, 24.70, 24.10, 24.70, 24.60, 24.36, 2015352, 491.04, 16713, 1063001, 52.75
SKFINDIA, EQ, 30-Aug-2019, 1848.30, 1842.50, 1858.15, 1840.10, 1858.00, 1852.35, 1851.36, 1070, 19.81, 240, 816, 76.26
SKIL, EQ, 30-Aug-2019, 6.20, 5.95, 6.25, 5.90, 5.90, 5.90, 5.92, 11325, 0.67, 12, 11300, 99.78
SKIPPER, EQ, 30-Aug-2019, 50.75, 50.00, 51.00, 47.70, 50.30, 49.40, 48.88, 29323, 14.33, 512, 15669, 53.44
SKMEGGPROD, EQ, 30-Aug-2019, 35.45, 35.95, 39.70, 34.80, 37.20, 37.20, 37.24, 46427, 17.29, 733, 20648, 44.47
SMARTLINK, BE, 30-Aug-2019, 79.00, 79.95, 79.95, 76.00, 79.00, 76.55, 76.34, 4807, 3.67, 39, -, -
SMLISUZU, EQ, 30-Aug-2019, 605.90, 617.75, 620.00, 590.40, 595.75, 597.65, 600.67, 3972, 23.86, 481, 2193, 55.21
SMPL, EQ, 30-Aug-2019, 0.25, 0.25, 0.30, 0.25, 0.30, 0.25, 0.25, 5861, 0.01, 8, 5856, 99.91
SMSLIFE, EQ, 30-Aug-2019, 382.50, 379.00, 391.95, 378.95, 390.50, 389.00, 386.96, 2272, 8.79, 323, 1271, 55.94
SMSPHARMA, EQ, 30-Aug-2019, 46.35, 46.10, 47.00, 45.60, 46.00, 46.30, 46.16, 17690, 8.17, 229, 10935, 61.81
SNOWMAN, EQ, 30-Aug-2019, 28.55, 28.70, 29.00, 27.65, 28.00, 28.00, 28.28, 108061, 30.56, 784, 71466, 66.13
SOBHA, EQ, 30-Aug-2019, 537.75, 537.10, 548.85, 527.15, 532.10, 535.70, 540.11, 127557, 688.94, 6265, 24411, 19.14
SOLARA, EQ, 30-Aug-2019, 440.85, 432.00, 444.90, 432.00, 440.00, 440.00, 439.69, 5392, 23.71, 247, 4004, 74.26
SOLARINDS, EQ, 30-Aug-2019, 1109.45, 1139.00, 1139.00, 1103.25, 1107.00, 1110.60, 1116.68, 1998, 22.31, 319, 732, 36.64
SOMANYCERA, EQ, 30-Aug-2019, 289.80, 293.50, 293.50, 283.00, 290.00, 289.55, 286.91, 14894, 42.73, 833, 7243, 48.63
SOMATEX, BE, 30-Aug-2019, 3.40, 3.45, 3.55, 3.25, 3.50, 3.25, 3.27, 6419, 0.21, 18, -, -
SOMICONVEY, EQ, 30-Aug-2019, 11.85, 11.90, 12.65, 11.80, 12.40, 12.10, 12.18, 211, 0.03, 22, 86, 40.76
SONATSOFTW, EQ, 30-Aug-2019, 315.10, 314.10, 315.20, 306.00, 309.00, 307.90, 309.54, 143165, 443.15, 9566, 112903, 78.86
SONISOYA, SM, 30-Aug-2019, 17.00, 17.40, 17.40, 17.40, 17.40, 17.40, 17.40, 12000, 2.09, 1, 12000, 100.00
SORILINFRA, EQ, 30-Aug-2019, 84.75, 84.75, 86.00, 80.55, 82.85, 81.90, 82.17, 30913, 25.40, 601, 10686, 34.57
SOTL, EQ, 30-Aug-2019, 895.05, 899.80, 899.80, 890.10, 896.70, 896.70, 896.11, 402, 3.60, 48, 324, 80.60
SOUTHBANK, EQ, 30-Aug-2019, 11.00, 11.10, 11.25, 10.80, 10.90, 10.90, 10.92, 4423881, 483.26, 4672, 2485818, 56.19
SOUTHWEST, BE, 30-Aug-2019, 14.90, 14.90, 14.90, 14.50, 14.50, 14.50, 14.51, 1750, 0.25, 4, -, -
SPAL, EQ, 30-Aug-2019, 191.75, 190.00, 193.95, 185.15, 188.25, 191.85, 190.82, 5172, 9.87, 245, 4517, 87.34
SPANDANA, EQ, 30-Aug-2019, 891.00, 891.00, 910.00, 880.10, 887.50, 889.65, 894.84, 137067, 1226.54, 4886, 98105, 71.57
SPARC, EQ, 30-Aug-2019, 153.35, 152.85, 163.00, 149.60, 158.25, 159.95, 156.99, 2108625, 3310.42, 24222, 283764, 13.46
SPCENET, BE, 30-Aug-2019, 0.65, 0.60, 0.70, 0.60, 0.60, 0.60, 0.70, 1980, 0.01, 3, -, -
SPECIALITY, EQ, 30-Aug-2019, 60.50, 60.55, 61.00, 59.05, 60.45, 60.20, 60.22, 18548, 11.17, 347, 11530, 62.16
SPENCERS, EQ, 30-Aug-2019, 74.45, 74.00, 75.90, 73.15, 75.50, 75.40, 75.20, 45667, 34.34, 440, 39861, 87.29
SPENTEX, BE, 30-Aug-2019, 0.20, 0.25, 0.25, 0.20, 0.25, 0.25, 0.25, 151134, 0.38, 44, -, -
SPIC, EQ, 30-Aug-2019, 18.15, 18.10, 19.90, 18.05, 19.80, 19.20, 18.75, 57127, 10.71, 229, 47667, 83.44
SPICEJET, EQ, 30-Aug-2019, 127.95, 128.45, 134.00, 126.75, 132.55, 132.85, 130.80, 1594630, 2085.77, 18306, 678999, 42.58
SPLIL, EQ, 30-Aug-2019, 32.25, 32.25, 32.80, 31.50, 31.50, 31.65, 31.69, 23891, 7.57, 202, 12162, 50.91
SPMLINFRA, EQ, 30-Aug-2019, 13.65, 13.60, 14.25, 13.55, 14.10, 14.20, 13.93, 13876, 1.93, 182, 9475, 68.28
SPTL, EQ, 30-Aug-2019, 3.65, 3.75, 3.80, 3.65, 3.80, 3.80, 3.78, 2354102, 88.88, 1198, 1794619, 76.23
SPYL, BE, 30-Aug-2019, 0.20, 0.20, 0.25, 0.20, 0.20, 0.20, 0.24, 9203, 0.02, 12, -, -
SREEL, EQ, 30-Aug-2019, 168.95, 172.45, 173.00, 163.55, 172.00, 169.45, 168.19, 1021, 1.72, 103, 553, 54.16
SREIBNPNCD, NF, 30-Aug-2019, 954.00, 904.20, 904.20, 902.00, 903.10, 903.10, 902.96, 24, 0.22, 4, 24, 100.00
SREIBNPNCD, NH, 30-Aug-2019, 1160.01, 1140.00, 1140.00, 1140.00, 1140.00, 1140.00, 1140.00, 8, 0.09, 1, 8, 100.00
SREIBNPNCD, NJ, 30-Aug-2019, 750.00, 730.00, 750.00, 730.00, 749.70, 749.84, 743.23, 60, 0.45, 6, 50, 83.33
SREIBNPNCD, NS, 30-Aug-2019, 774.00, 774.00, 774.00, 774.00, 774.00, 774.00, 774.00, 20, 0.15, 2, 20, 100.00
SREIBNPNCD, NV, 30-Aug-2019, 665.00, 665.00, 665.00, 665.00, 665.00, 665.00, 665.00, 10, 0.07, 1, 10, 100.00
SREINFRA, EQ, 30-Aug-2019, 11.05, 11.15, 11.25, 10.75, 11.15, 11.00, 11.01, 613039, 67.47, 955, 474513, 77.40
SREINFRA, NW, 30-Aug-2019, 979.00, 935.00, 935.00, 935.00, 935.00, 935.00, 935.00, 25, 0.23, 1, 25, 100.00
SREINFRA, NX, 30-Aug-2019, 989.50, 980.00, 980.00, 980.00, 980.00, 980.00, 980.00, 50, 0.49, 9, 50, 100.00
SREINFRA, Y1, 30-Aug-2019, 730.00, 729.99, 730.00, 729.99, 730.00, 729.99, 730.00, 115, 0.84, 4, 115, 100.00
SREINFRA, Y5, 30-Aug-2019, 900.00, 851.00, 930.00, 851.00, 930.00, 891.11, 887.10, 10, 0.09, 3, 5, 50.00
SREINFRA, Y6, 30-Aug-2019, 905.00, 900.00, 910.00, 900.00, 910.00, 910.00, 905.00, 20, 0.18, 2, 20, 100.00
SREINFRA, Y8, 30-Aug-2019, 750.00, 750.00, 750.00, 750.00, 750.00, 750.00, 750.00, 50, 0.38, 1, 50, 100.00
SREINFRA, Y9, 30-Aug-2019, 715.50, 715.51, 715.51, 715.00, 715.00, 715.00, 715.44, 181, 1.29, 5, 181, 100.00
SREINFRA, YJ, 30-Aug-2019, 700.00, 700.00, 700.00, 699.00, 699.00, 699.00, 699.50, 20, 0.14, 2, 20, 100.00
SREINFRA, YM, 30-Aug-2019, 760.00, 730.00, 730.00, 711.00, 711.00, 716.06, 716.06, 16, 0.11, 3, 16, 100.00
SRF, EQ, 30-Aug-2019, 2740.60, 2750.50, 2786.35, 2740.95, 2770.00, 2774.60, 2766.85, 161541, 4469.59, 10150, 13788, 8.54
SRHHYPOLTD, EQ, 30-Aug-2019, 95.30, 94.05, 98.00, 94.05, 97.70, 96.05, 96.39, 380, 0.37, 20, 297, 78.16
SRIPIPES, EQ, 30-Aug-2019, 166.95, 167.00, 168.40, 162.60, 165.60, 165.95, 165.26, 31366, 51.84, 747, 15660, 49.93
SRSLTD, BZ, 30-Aug-2019, 0.20, 0.20, 0.20, 0.15, 0.20, 0.20, 0.16, 176640, 0.29, 46, -, -
SRTRANSFIN, EQ, 30-Aug-2019, 967.15, 973.00, 981.00, 942.50, 966.00, 966.15, 958.72, 1851772, 17753.29, 75926, 626921, 33.86
SRTRANSFIN, Y3, 30-Aug-2019, 1045.00, 1036.05, 1036.05, 1036.05, 1036.05, 1036.05, 1036.05, 150, 1.55, 1, 150, 100.00
SRTRANSFIN, Y6, 30-Aug-2019, 1914.95, 1940.00, 1940.00, 1940.00, 1940.00, 1940.00, 1940.00, 13, 0.25, 1, 13, 100.00
SRTRANSFIN, Y9, 30-Aug-2019, 1020.00, 1019.50, 1019.50, 1018.50, 1018.50, 1018.66, 1018.66, 290, 2.95, 3, 290, 100.00
SRTRANSFIN, YH, 30-Aug-2019, 969.80, 934.98, 943.79, 913.02, 936.00, 934.50, 927.67, 225, 2.09, 21, 135, 60.00
SRTRANSFIN, YI, 30-Aug-2019, 955.00, 955.00, 955.00, 955.00, 955.00, 955.00, 955.00, 1, 0.01, 1, 1, 100.00
SRTRANSFIN, YJ, 30-Aug-2019, 950.20, 953.25, 958.15, 953.25, 958.10, 958.11, 957.88, 210, 2.01, 5, 210, 100.00
SRTRANSFIN, YL, 30-Aug-2019, 936.00, 930.00, 930.00, 920.00, 926.52, 927.82, 924.99, 100, 0.92, 14, 50, 50.00
SRTRANSFIN, YM, 30-Aug-2019, 1055.00, 1054.00, 1054.00, 1054.00, 1054.00, 1054.00, 1054.00, 20, 0.21, 2, 20, 100.00
SRTRANSFIN, YN, 30-Aug-2019, 1050.00, 1012.50, 1025.00, 1012.50, 1025.00, 1025.00, 1014.29, 35, 0.36, 2, 30, 85.71
SRTRANSFIN, YO, 30-Aug-2019, 918.00, 930.00, 930.00, 930.00, 930.00, 930.00, 930.00, 194, 1.80, 1, 194, 100.00
SRTRANSFIN, YT, 30-Aug-2019, 1025.00, 1025.00, 1025.00, 1025.00, , 1025.00, 1025.00, 17, 0.17, 2, 17, 100.00
SRTRANSFIN, YU, 30-Aug-2019, 1021.00, 1000.02, 1020.00, 1000.01, 1020.00, 1005.72, 1005.73, 28, 0.28, 3, 28, 100.00
SRTRANSFIN, YW, 30-Aug-2019, 960.00, 959.90, 960.00, 959.90, 960.00, 960.00, 959.93, 40, 0.38, 2, 40, 100.00
SRTRANSFIN, YX, 30-Aug-2019, 1004.98, 1005.98, 1005.98, 1004.00, 1004.00, 1004.00, 1005.32, 91, 0.91, 8, 90, 98.90
SRTRANSFIN, YZ, 30-Aug-2019, 1005.00, 1005.00, 1009.00, 1005.00, 1005.00, 1005.00, 1005.67, 60, 0.60, 3, 60, 100.00
SRTRANSFIN, Z1, 30-Aug-2019, 999.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 13, 0.13, 2, 13, 100.00
SSINFRA, SM, 30-Aug-2019, 15.95, 16.25, 16.70, 16.25, 16.70, 16.70, 16.60, 18000, 2.99, 6, 18000, 100.00
SSWL, EQ, 30-Aug-2019, 781.95, 772.20, 782.80, 772.20, 781.25, 781.20, 780.26, 1521, 11.87, 168, 798, 52.47
STAMPEDE, EQ, 30-Aug-2019, 0.70, 0.65, 0.70, 0.65, 0.70, 0.65, 0.69, 22262, 0.15, 21, 16767, 75.32
STAN, DR, 30-Aug-2019, 48.80, 48.30, 49.80, 48.30, 49.40, 49.25, 48.84, 4131, 2.02, 71, 2438, 59.02
STAR, EQ, 30-Aug-2019, 371.00, 373.00, 382.00, 371.60, 381.00, 381.25, 377.83, 779101, 2943.66, 14857, 149900, 19.24
STARCEMENT, EQ, 30-Aug-2019, 95.75, 97.50, 98.00, 94.50, 97.00, 96.20, 96.19, 9419, 9.06, 470, 5393, 57.26
STARPAPER, EQ, 30-Aug-2019, 89.10, 89.30, 92.10, 89.10, 90.00, 90.25, 90.56, 20779, 18.82, 584, 10401, 50.06
STCINDIA, EQ, 30-Aug-2019, 98.80, 97.05, 97.80, 94.00, 94.05, 94.50, 95.39, 299616, 285.80, 4585, 52880, 17.65
STEELCITY, EQ, 30-Aug-2019, 30.75, 31.50, 31.50, 30.15, 31.40, 30.60, 31.32, 667, 0.21, 17, 568, 85.16
STEELXIND, EQ, 30-Aug-2019, 11.35, 11.70, 11.75, 10.80, 11.15, 11.20, 11.11, 14072, 1.56, 107, 11570, 82.22
STEL, EQ, 30-Aug-2019, 62.40, 63.90, 64.05, 61.00, 63.95, 64.00, 63.87, 19785, 12.64, 511, 16398, 82.88
STERTOOLS, EQ, 30-Aug-2019, 144.15, 141.05, 146.50, 138.45, 146.50, 144.90, 143.53, 2850, 4.09, 148, 1240, 43.51
STINDIA, EQ, 30-Aug-2019, 6.05, 6.35, 6.35, 6.35, 6.35, 6.35, 6.35, 500, 0.03, 2, 500, 100.00
STRTECH, EQ, 30-Aug-2019, 114.55, 115.70, 119.80, 112.50, 113.60, 114.30, 115.24, 1473149, 1697.63, 15518, 512648, 34.80
SUBEX, EQ, 30-Aug-2019, 5.35, 5.40, 5.45, 5.30, 5.35, 5.35, 5.38, 560888, 30.20, 413, 271035, 48.32
SUBROS, EQ, 30-Aug-2019, 223.30, 221.85, 227.50, 218.50, 221.00, 221.30, 222.52, 26963, 60.00, 1074, 15387, 57.07
SUDARSCHEM, EQ, 30-Aug-2019, 314.70, 315.00, 318.80, 313.55, 318.10, 317.35, 317.07, 6150, 19.50, 261, 3938, 64.03
SUJANAUNI, BE, 30-Aug-2019, 0.10, 0.15, 0.15, 0.10, 0.10, 0.10, 0.15, 84131, 0.13, 27, -, -
SUMEETINDS, EQ, 30-Aug-2019, 2.25, 2.20, 2.35, 2.15, 2.25, 2.25, 2.23, 62894, 1.40, 153, 52869, 84.06
SUMIT, EQ, 30-Aug-2019, 19.75, 17.55, 21.80, 16.20, 21.80, 18.50, 18.44, 5966, 1.10, 38, 3951, 66.23
SUMMITSEC, EQ, 30-Aug-2019, 435.20, 445.95, 451.90, 439.90, 440.00, 440.00, 442.45, 2224, 9.84, 165, 1991, 89.52
SUNCLAYLTD, EQ, 30-Aug-2019, 1786.20, 1828.15, 1828.15, 1757.20, 1770.00, 1775.20, 1781.71, 557, 9.92, 230, 357, 64.09
SUNDARAM, EQ, 30-Aug-2019, 1.40, 1.40, 1.50, 1.35, 1.50, 1.45, 1.43, 153280, 2.19, 150, 118499, 77.31
SUNDARMFIN, EQ, 30-Aug-2019, 1502.15, 1500.00, 1523.70, 1480.20, 1502.00, 1515.35, 1499.49, 11510, 172.59, 1883, 4545, 39.49
SUNDARMHLD, EQ, 30-Aug-2019, 72.05, 73.90, 74.00, 71.50, 72.15, 71.95, 72.00, 12574, 9.05, 136, 11062, 87.98
SUNDRMBRAK, EQ, 30-Aug-2019, 243.75, 241.00, 248.00, 237.10, 237.40, 240.15, 241.39, 1454, 3.51, 145, 1140, 78.40
SUNDRMFAST, EQ, 30-Aug-2019, 425.20, 424.95, 433.65, 418.75, 425.00, 425.00, 424.21, 69717, 295.75, 3286, 42400, 60.82
SUNFLAG, EQ, 30-Aug-2019, 25.70, 25.75, 26.40, 25.45, 26.20, 26.25, 26.22, 30687, 8.04, 288, 19305, 62.91
SUNPHARMA, EQ, 30-Aug-2019, 434.65, 432.95, 453.40, 429.75, 452.15, 450.40, 443.01, 12308149, 54526.30, 172404, 2422412, 19.68
SUNTECK, EQ, 30-Aug-2019, 461.80, 469.70, 473.70, 458.00, 460.80, 466.00, 465.46, 120023, 558.66, 4176, 24133, 20.11
SUNTV, EQ, 30-Aug-2019, 439.80, 439.80, 442.60, 422.45, 436.00, 438.45, 432.38, 2065106, 8929.07, 29079, 180002, 8.72
SUPERHOUSE, EQ, 30-Aug-2019, 71.35, 68.65, 72.65, 68.60, 72.20, 72.05, 71.40, 4295, 3.07, 123, 3493, 81.33
SUPERSPIN, EQ, 30-Aug-2019, 4.00, 4.10, 4.10, 3.85, 4.00, 3.95, 3.95, 10898, 0.43, 27, 6297, 57.78
SUPPETRO, EQ, 30-Aug-2019, 180.30, 178.00, 188.85, 174.15, 188.85, 180.40, 178.09, 2088, 3.72, 241, 1281, 61.35
SUPRAJIT, EQ, 30-Aug-2019, 169.65, 166.35, 172.00, 162.40, 165.00, 165.25, 165.54, 22224, 36.79, 1449, 17214, 77.46
SUPREMEENG, SM, 30-Aug-2019, 33.00, 32.50, 32.50, 32.00, 32.50, 32.50, 32.33, 12000, 3.88, 3, 12000, 100.00
SUPREMEIND, EQ, 30-Aug-2019, 1100.00, 1100.05, 1124.20, 1095.00, 1101.00, 1105.40, 1102.26, 38997, 429.85, 3985, 28808, 73.87
SUPREMEINF, EQ, 30-Aug-2019, 13.80, 13.30, 14.40, 13.30, 13.80, 13.80, 14.17, 8165, 1.16, 40, 7393, 90.55
SURANASOL, EQ, 30-Aug-2019, 5.95, 5.90, 6.05, 5.75, 6.05, 6.00, 5.90, 4245, 0.25, 21, 3732, 87.92
SURANAT&P, EQ, 30-Aug-2019, 3.65, 3.80, 3.80, 3.65, 3.80, 3.80, 3.79, 8804, 0.33, 9, 7804, 88.64
SURANI, SM, 30-Aug-2019, 33.50, 32.80, 33.40, 32.80, 33.40, 33.40, 33.07, 16000, 5.29, 6, 16000, 100.00
SURYALAXMI, EQ, 30-Aug-2019, 16.25, 16.60, 16.95, 15.60, 16.95, 16.50, 16.43, 2855, 0.47, 43, 1875, 65.67
SURYAROSNI, EQ, 30-Aug-2019, 161.05, 163.85, 166.45, 160.50, 161.10, 161.45, 162.80, 24257, 39.49, 842, 11794, 48.62
