SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HATHWAY, EQ, 30-Aug-2019, 32.50, 32.65, 34.95, 31.90, 33.50, 33.65, 33.05, 872733, 288.42, 3883, 345053, 39.54
HATSUN, EQ, 30-Aug-2019, 598.40, 601.50, 609.95, 599.25, 606.60, 604.35, 602.76, 1411, 8.50, 174, 870, 61.66
HAVELLS, EQ, 30-Aug-2019, 664.55, 664.95, 684.50, 662.50, 680.95, 679.05, 671.67, 1109302, 7450.81, 30417, 341100, 30.75
HAVISHA, BE, 30-Aug-2019, 0.60, 0.65, 0.65, 0.55, 0.55, 0.55, 0.58, 761, 0.00, 11, -, -
HBLPOWER, EQ, 30-Aug-2019, 14.55, 14.70, 15.40, 14.10, 15.00, 15.05, 14.88, 165226, 24.58, 961, 73075, 44.23
HCC, EQ, 30-Aug-2019, 8.10, 8.10, 8.20, 7.95, 8.05, 8.15, 8.10, 665320, 53.87, 1132, 248320, 37.32
HCG, EQ, 30-Aug-2019, 100.20, 100.05, 105.00, 100.00, 105.00, 103.65, 101.65, 6758, 6.87, 327, 4568, 67.59
HCL-INSYS, EQ, 30-Aug-2019, 8.20, 8.20, 8.45, 8.00, 8.15, 8.20, 8.25, 702591, 57.99, 1279, 103335, 14.71
HCLTECH, EQ, 30-Aug-2019, 1117.75, 1115.70, 1115.80, 1083.20, 1101.20, 1100.35, 1098.21, 3369035, 36999.09, 132568, 2167321, 64.33
HDFC, EQ, 30-Aug-2019, 2128.45, 2137.70, 2171.25, 2118.00, 2165.00, 2166.45, 2149.86, 5191150, 111602.51, 197222, 3432568, 66.12
HDFCAMC, EQ, 30-Aug-2019, 2432.50, 2440.65, 2593.90, 2440.65, 2586.00, 2552.20, 2511.18, 877722, 22041.19, 61918, 254628, 29.01
HDFCBANK, EQ, 30-Aug-2019, 2226.95, 2233.50, 2260.00, 2222.00, 2231.90, 2227.95, 2238.30, 4808330, 107624.87, 161307, 2865953, 59.60
HDFCLIFE, EQ, 30-Aug-2019, 541.70, 542.00, 559.40, 542.00, 555.60, 557.15, 550.51, 4299020, 23666.63, 96593, 2313767, 53.82
HDFCMFGETF, EQ, 30-Aug-2019, 3517.10, 3499.95, 3508.95, 3470.00, 3476.55, 3478.85, 3490.76, 6954, 242.75, 541, 4426, 63.65
HDFCNIFETF, EQ, 30-Aug-2019, 1153.89, 1155.68, 1158.50, 1143.73, 1158.50, 1155.83, 1149.63, 1433, 16.47, 212, 1031, 71.95
HDFCSENETF, EQ, 30-Aug-2019, 3910.35, 3900.00, 3926.49, 3880.00, 3926.49, 3926.49, 3899.03, 31, 1.21, 11, 28, 90.32
HDIL, EQ, 30-Aug-2019, 5.55, 5.55, 5.80, 5.40, 5.80, 5.80, 5.64, 2555310, 144.11, 3410, 1744761, 68.28
HEG, EQ, 30-Aug-2019, 923.30, 932.80, 956.40, 929.00, 953.90, 949.15, 941.17, 237230, 2232.74, 19527, 83475, 35.19
HEIDELBERG, EQ, 30-Aug-2019, 197.85, 197.85, 199.50, 194.10, 196.10, 196.65, 197.09, 158211, 311.82, 5874, 90268, 57.06
HEOF1126RG, MF, 30-Aug-2019, 9.15, 9.10, 9.20, 9.10, 9.20, 9.14, 9.14, 74500, 6.81, 9, 74500, 100.00
HERCULES, EQ, 30-Aug-2019, 80.90, 80.60, 80.80, 78.00, 78.25, 78.20, 78.78, 2567, 2.02, 270, 1973, 76.86
HERITGFOOD, EQ, 30-Aug-2019, 344.70, 351.80, 365.40, 339.15, 344.15, 345.75, 346.33, 19580, 67.81, 1321, 8248, 42.12
HEROMOTOCO, EQ, 30-Aug-2019, 2547.75, 2559.85, 2579.00, 2520.55, 2557.25, 2572.05, 2553.32, 544092, 13892.39, 37456, 165477, 30.41
HESTERBIO, EQ, 30-Aug-2019, 1585.65, 1605.00, 1650.00, 1582.00, 1650.00, 1632.10, 1614.95, 1871, 30.22, 302, 1451, 77.55
HEXATRADEX, BE, 30-Aug-2019, 9.95, 9.60, 10.40, 9.60, 10.40, 10.35, 10.36, 5473, 0.57, 23, -, -
HEXAWARE, EQ, 30-Aug-2019, 387.50, 388.00, 392.80, 385.30, 386.80, 387.05, 387.55, 409624, 1587.52, 10022, 179735, 43.88
HFCL, EQ, 30-Aug-2019, 18.70, 18.80, 19.05, 18.70, 18.80, 18.80, 18.82, 986776, 185.70, 1179, 483725, 49.02
HGINFRA, EQ, 30-Aug-2019, 201.15, 201.15, 202.60, 193.10, 194.95, 196.65, 195.45, 60967, 119.16, 1763, 54226, 88.94
HGS, EQ, 30-Aug-2019, 560.75, 556.70, 564.70, 553.85, 556.15, 558.55, 559.05, 1925, 10.76, 230, 1244, 64.62
HHOF1140RG, MF, 30-Aug-2019, 8.03, 8.07, 8.07, 8.07, 8.07, 8.07, 8.07, 2500, 0.20, 1, 2500, 100.00
HIGHGROUND, EQ, 30-Aug-2019, 1.45, 1.45, 1.45, 1.40, 1.40, 1.40, 1.40, 7422, 0.10, 23, 7422, 100.00
HIKAL, EQ, 30-Aug-2019, 144.75, 144.50, 147.00, 142.10, 144.55, 145.15, 143.75, 55413, 79.65, 2191, 20637, 37.24
HIL, EQ, 30-Aug-2019, 1144.00, 1151.00, 1170.95, 1138.10, 1162.00, 1153.25, 1153.89, 4982, 57.49, 777, 3039, 61.00
HILTON, EQ, 30-Aug-2019, 10.35, 10.50, 10.75, 9.55, 10.20, 10.20, 10.51, 2523, 0.27, 143, 2419, 95.88
HIMATSEIDE, EQ, 30-Aug-2019, 128.90, 127.35, 130.55, 123.85, 126.20, 126.05, 127.29, 51143, 65.10, 1421, 26572, 51.96
HINDALCO, EQ, 30-Aug-2019, 179.70, 182.25, 187.00, 181.45, 184.50, 184.45, 184.48, 13905732, 25653.40, 87801, 2320570, 16.69
HINDCOMPOS, EQ, 30-Aug-2019, 174.10, 174.10, 178.00, 170.00, 173.90, 173.15, 173.81, 532, 0.92, 130, 301, 56.58
HINDCOPPER, EQ, 30-Aug-2019, 32.00, 32.15, 32.50, 31.25, 31.55, 31.60, 31.86, 597218, 190.26, 2777, 163259, 27.34
HINDMOTORS, EQ, 30-Aug-2019, 5.40, 5.40, 5.80, 5.10, 5.25, 5.20, 5.28, 59363, 3.13, 291, 43553, 73.37
HINDNATGLS, BE, 30-Aug-2019, 23.00, 22.90, 23.00, 21.90, 22.95, 22.95, 22.12, 1271, 0.28, 7, -, -
HINDOILEXP, EQ, 30-Aug-2019, 98.10, 98.65, 98.65, 95.40, 96.10, 96.00, 96.38, 126511, 121.93, 1852, 39362, 31.11
HINDPETRO, EQ, 30-Aug-2019, 265.90, 265.00, 265.00, 252.55, 259.50, 260.15, 257.62, 6047902, 15580.47, 55040, 2389632, 39.51
HINDUJAVEN, EQ, 30-Aug-2019, 350.20, 350.00, 362.00, 350.00, 358.70, 359.30, 358.03, 3122, 11.18, 291, 2322, 74.38
HINDUNILVR, EQ, 30-Aug-2019, 1832.95, 1834.20, 1886.40, 1827.15, 1882.45, 1881.90, 1859.34, 1766858, 32851.86, 92684, 1061394, 60.07
HINDZINC, EQ, 30-Aug-2019, 213.00, 215.95, 222.30, 214.00, 216.05, 216.65, 218.29, 3405843, 7434.54, 29119, 686796, 20.17
HIRECT, EQ, 30-Aug-2019, 123.90, 123.05, 124.85, 120.35, 121.45, 121.65, 121.37, 2736, 3.32, 156, 2286, 83.55
HISARMETAL, EQ, 30-Aug-2019, 41.05, 42.80, 42.80, 41.05, 42.00, 42.00, 41.58, 876, 0.36, 9, 776, 88.58
HITECH, EQ, 30-Aug-2019, 170.80, 174.00, 184.00, 163.80, 180.00, 181.80, 177.52, 34392, 61.05, 685, 13149, 38.23
HITECHCORP, EQ, 30-Aug-2019, 74.70, 78.55, 78.55, 73.50, 75.00, 75.15, 76.12, 1343, 1.02, 24, 637, 47.43
HITECHGEAR, EQ, 30-Aug-2019, 162.80, 163.80, 174.15, 159.20, 170.00, 166.75, 164.36, 6005, 9.87, 325, 3725, 62.03
HMT, BZ, 30-Aug-2019, 11.60, 11.50, 11.80, 11.05, 11.80, 11.80, 11.16, 198, 0.02, 8, -, -
HMVL, EQ, 30-Aug-2019, 73.90, 74.10, 74.10, 72.00, 74.00, 72.95, 72.54, 3020, 2.19, 228, 1592, 52.72
HNDFDS, EQ, 30-Aug-2019, 430.20, 430.05, 460.05, 418.00, 455.15, 458.05, 450.38, 4942, 22.26, 161, 4347, 87.96
HNGSNGBEES, EQ, 30-Aug-2019, 3012.46, 3014.21, 3080.97, 3010.00, 3010.00, 3022.72, 3021.40, 32, 0.97, 16, 28, 87.50
HONAUT, EQ, 30-Aug-2019, 24714.20, 24689.45, 24998.55, 24675.55, 24921.00, 24823.15, 24882.26, 518, 128.89, 293, 251, 48.46
HONDAPOWER, EQ, 30-Aug-2019, 926.20, 924.90, 940.00, 917.55, 940.00, 933.70, 925.72, 1771, 16.39, 104, 1650, 93.17
HOTELEELA, EQ, 30-Aug-2019, 6.85, 6.80, 7.00, 6.80, 6.95, 6.90, 6.92, 26880, 1.86, 173, 20641, 76.79
HOVS, EQ, 30-Aug-2019, 72.30, 70.00, 74.70, 70.00, 73.90, 74.00, 73.44, 8482, 6.23, 56, 8125, 95.79
HPL, EQ, 30-Aug-2019, 39.55, 39.55, 40.80, 38.80, 39.55, 39.65, 39.66, 15606, 6.19, 363, 6661, 42.68
HSCL, EQ, 30-Aug-2019, 77.15, 77.50, 78.80, 77.20, 77.50, 77.70, 77.95, 110159, 85.87, 1894, 47604, 43.21
HSIL, BE, 30-Aug-2019, 45.50, 46.80, 46.80, 43.35, 46.70, 45.00, 44.04, 110434, 48.64, 2729, -, -
HTMEDIA, EQ, 30-Aug-2019, 23.10, 23.20, 23.95, 22.60, 23.10, 22.80, 23.07, 96383, 22.23, 737, 35400, 36.73
HUBTOWN, EQ, 30-Aug-2019, 16.40, 16.00, 17.00, 16.00, 16.25, 16.55, 16.56, 103926, 17.21, 184, 86949, 83.66
HUDCO, EQ, 30-Aug-2019, 36.60, 36.90, 37.20, 35.40, 36.25, 36.35, 36.19, 949200, 343.47, 4685, 336745, 35.48
HUDCO, N2, 30-Aug-2019, 1186.82, 1195.00, 1195.00, 1186.56, 1190.00, 1189.84, 1192.74, 900, 10.73, 11, 691, 76.78
HUDCO, N3, 30-Aug-2019, 1098.00, 1096.50, 1096.50, 1096.00, 1096.00, 1096.00, 1096.28, 45, 0.49, 2, 45, 100.00
HUDCO, N5, 30-Aug-2019, 1159.00, 1154.10, 1156.00, 1154.10, 1156.00, 1156.00, 1155.55, 259, 2.99, 4, 259, 100.00
HUDCO, N8, 30-Aug-2019, 1185.00, 1175.35, 1176.10, 1175.35, 1176.10, 1175.58, 1175.59, 110, 1.29, 5, 75, 68.18
HUDCO, N9, 30-Aug-2019, 1219.90, 1205.00, 1208.00, 1198.10, 1208.00, 1208.00, 1200.79, 43, 0.52, 6, 32, 74.42
HUDCO, ND, 30-Aug-2019, 1280.00, 1280.00, 1280.00, 1280.00, 1280.00, 1280.00, 1280.00, 100, 1.28, 1, 100, 100.00
HUDCO, NE, 30-Aug-2019, 1390.00, 1370.00, 1379.00, 1370.00, 1379.00, 1379.00, 1371.62, 610, 8.37, 11, 530, 86.89
HUSYSLTD, SM, 30-Aug-2019, 30.00, 31.00, 32.00, 31.00, 32.00, 32.00, 31.50, 4000, 1.26, 2, 4000, 100.00
IBMFNIFTY, EQ, 30-Aug-2019, 115.24, 107.45, 115.24, 107.45, 110.00, 110.00, 110.57, 509, 0.56, 18, 207, 40.67
IBREALEST, EQ, 30-Aug-2019, 67.45, 67.55, 69.70, 64.65, 67.75, 67.85, 67.36, 3782232, 2547.53, 31292, 1152430, 30.47
IBUCCREDIT, N4, 30-Aug-2019, 901.00, 902.00, 902.00, 900.00, 900.00, 900.00, 900.08, 100, 0.90, 5, 100, 100.00
IBUCCREDIT, N6, 30-Aug-2019, 920.00, 920.00, 920.50, 908.50, 920.50, 919.50, 919.16, 80, 0.74, 5, 80, 100.00
IBUCCREDIT, N7, 30-Aug-2019, 750.00, 750.00, 750.00, 750.00, 750.00, 750.00, 750.00, 95, 0.71, 10, 95, 100.00
IBUCCREDIT, NB, 30-Aug-2019, 775.00, 775.05, 775.05, 774.90, 774.90, 774.90, 774.95, 61, 0.47, 5, 61, 100.00
IBULHSGFIN, EQ, 30-Aug-2019, 449.30, 450.00, 461.40, 435.00, 452.10, 455.35, 446.68, 25045646, 111874.06, 458307, 930165, 3.71
IBULHSGFIN, N3, 30-Aug-2019, 1051.00, 1050.00, 1053.00, 1046.00, 1046.00, 1049.22, 1050.24, 311, 3.27, 21, 311, 100.00
IBULHSGFIN, N4, 30-Aug-2019, 1245.00, 1250.00, 1250.00, 1250.00, 1250.00, 1250.00, 1250.00, 125, 1.56, 7, 125, 100.00
IBULHSGFIN, N6, 30-Aug-2019, 923.90, 922.60, 922.60, 922.60, 922.60, 922.60, 922.60, 7, 0.06, 1, 7, 100.00
IBULHSGFIN, NA, 30-Aug-2019, 891.00, 893.00, 893.00, 893.00, 893.00, 893.00, 893.00, 1, 0.01, 1, 1, 100.00
IBULISL, EQ, 30-Aug-2019, 84.15, 82.50, 84.50, 79.95, 80.40, 81.45, 80.96, 145057, 117.43, 1713, 55985, 38.60
IBVENTURES, E3, 30-Aug-2019, 68.05, 69.05, 71.50, 65.00, 70.05, 70.05, 68.95, 12132, 8.36, 125, 10145, 83.62
IBVENTURES, EQ, 30-Aug-2019, 175.95, 174.70, 180.00, 165.10, 177.00, 178.60, 174.09, 1289615, 2245.08, 22342, 413278, 32.05
ICEMAKE, SM, 30-Aug-2019, 64.60, 63.00, 63.00, 62.05, 63.00, 63.00, 62.76, 8000, 5.02, 4, 6000, 75.00
ICFL, N1, 30-Aug-2019, 911.00, 857.00, 857.00, 857.00, 857.00, 857.00, 857.00, 10, 0.09, 1, 10, 100.00
ICFL, N6, 30-Aug-2019, 949.00, 949.00, 949.00, 920.00, 920.00, 922.50, 931.33, 15, 0.14, 3, 15, 100.00
ICICI500, EQ, 30-Aug-2019, 144.32, 144.32, 145.00, 143.50, 145.00, 145.00, 143.77, 10615, 15.26, 26, 10561, 99.49
ICICIB22, EQ, 30-Aug-2019, 33.12, 33.00, 33.40, 32.32, 32.70, 32.76, 32.75, 150851, 49.40, 4093, 72901, 48.33
ICICIBANK, EQ, 30-Aug-2019, 404.40, 406.50, 412.85, 402.65, 411.35, 409.65, 407.42, 18314194, 74615.26, 225177, 8383640, 45.78
ICICIBANKN, EQ, 30-Aug-2019, 274.33, 274.49, 276.85, 272.11, 274.11, 274.11, 273.45, 457, 1.25, 16, 383, 83.81
ICICIBANKP, EQ, 30-Aug-2019, 152.60, 154.31, 154.31, 151.54, 153.38, 153.38, 152.26, 267, 0.41, 12, 157, 58.80
ICICIGI, EQ, 30-Aug-2019, 1237.10, 1239.00, 1260.00, 1237.35, 1247.35, 1257.80, 1251.65, 536311, 6712.75, 37775, 386230, 72.02
ICICIGOLD, EQ, 30-Aug-2019, 35.30, 35.95, 35.95, 34.60, 34.80, 34.90, 34.88, 46948, 16.38, 3176, 38433, 81.86
ICICILIQ, EQ, 30-Aug-2019, 1000.00, 1000.00, 1000.00, 999.99, 1000.00, 1000.00, 1000.00, 24578, 245.78, 20, 24289, 98.82
ICICILOVOL, EQ, 30-Aug-2019, 87.13, 87.27, 87.52, 86.53, 87.52, 87.52, 86.87, 772, 0.67, 38, 683, 88.47
ICICIMCAP, EQ, 30-Aug-2019, 58.64, 59.25, 59.34, 58.35, 59.34, 59.32, 58.84, 2774, 1.63, 59, 2166, 78.08
ICICINF100, EQ, 30-Aug-2019, 118.57, 119.24, 119.31, 118.00, 119.31, 119.04, 118.91, 1810, 2.15, 17, 1355, 74.86
ICICINIFTY, EQ, 30-Aug-2019, 115.54, 115.54, 116.53, 114.22, 116.49, 116.39, 115.85, 92622, 107.30, 2509, 76237, 82.31
ICICINV20, EQ, 30-Aug-2019, 54.21, 58.00, 58.00, 53.78, 54.55, 54.52, 54.29, 4249, 2.31, 90, 2489, 58.58
ICICINXT50, EQ, 30-Aug-2019, 26.35, 27.00, 27.00, 26.19, 26.71, 26.51, 26.39, 4688, 1.24, 128, 3092, 65.96
ICICIPRULI, EQ, 30-Aug-2019, 422.55, 425.25, 427.30, 419.40, 424.20, 424.60, 423.53, 2503528, 10603.19, 74687, 902613, 36.05
ICICISENSX, EQ, 30-Aug-2019, 395.13, 395.09, 398.33, 392.96, 398.33, 397.32, 394.18, 127, 0.50, 17, 83, 65.35
ICIL, EQ, 30-Aug-2019, 40.75, 41.00, 41.65, 40.10, 41.35, 41.00, 41.13, 47865, 19.69, 604, 34150, 71.35
ICRA, EQ, 30-Aug-2019, 2785.30, 2700.00, 2740.00, 2655.05, 2738.80, 2723.15, 2712.33, 966, 26.20, 254, 200, 20.70
ICSA, BE, 30-Aug-2019, 1.30, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 3180, 0.04, 13, -, -
IDBI, EQ, 30-Aug-2019, 26.10, 26.00, 27.00, 25.80, 26.60, 26.80, 26.42, 7186758, 1898.86, 12748, 858228, 11.94
IDBIGOLD, EQ, 30-Aug-2019, 3601.35, 3565.00, 3599.95, 3532.10, 3559.00, 3546.75, 3550.40, 48, 1.70, 25, 30, 62.50
IDEA, EQ, 30-Aug-2019, 4.85, 4.90, 5.45, 4.90, 5.40, 5.35, 5.18, 126453633, 6550.83, 51923, 43215367, 34.17
IDFC, EQ, 30-Aug-2019, 33.95, 33.75, 35.75, 33.75, 35.35, 35.45, 34.84, 2756487, 960.42, 8085, 1628638, 59.08
IDFCFIRSTB, EQ, 30-Aug-2019, 43.00, 43.00, 43.95, 42.15, 43.70, 43.55, 42.92, 12953499, 5559.13, 23018, 5169664, 39.91
IDFCFIRSTB, N2, 30-Aug-2019, 9535.00, 9476.00, 9505.00, 9476.00, 9500.00, 9500.00, 9497.66, 32, 3.04, 13, 31, 96.88
IDFCFIRSTB, N6, 30-Aug-2019, 9199.00, 9160.00, 9199.00, 9160.00, 9199.00, 9199.00, 9179.50, 2, 0.18, 2, 1, 50.00
IDFCFIRSTB, N8, 30-Aug-2019, 9301.00, 9300.02, 9320.00, 9300.02, 9320.00, 9320.00, 9310.01, 2, 0.19, 2, 1, 50.00
IDFCFIRSTB, NA, 30-Aug-2019, 9400.00, 9250.00, 9255.00, 9200.00, 9200.00, 9220.00, 9230.00, 12, 1.11, 5, 12, 100.00
IDFCFIRSTB, NB, 30-Aug-2019, 4980.00, 4935.01, 4935.01, 4935.00, 4935.00, 4935.00, 4935.00, 11, 0.54, 4, 9, 81.82
IDFCFIRSTB, NC, 30-Aug-2019, 8865.00, 8802.03, 8844.99, 8802.03, 8830.00, 8830.00, 8822.34, 24, 2.12, 10, 21, 87.50
IDFNIFTYET, EQ, 30-Aug-2019, 113.70, 108.01, 115.99, 108.01, 115.99, 115.99, 112.00, 6, 0.01, 2, 3, 50.00
IEX, EQ, 30-Aug-2019, 131.90, 133.00, 136.00, 132.00, 135.00, 134.60, 133.61, 43900, 58.66, 969, 31468, 71.68
IFBAGRO, EQ, 30-Aug-2019, 311.75, 311.00, 322.00, 305.00, 311.90, 310.00, 313.78, 5782, 18.14, 342, 2540, 43.93
IFBIND, EQ, 30-Aug-2019, 667.25, 652.80, 675.40, 639.05, 652.30, 652.50, 651.78, 3572, 23.28, 692, 1689, 47.28
IFCI, EQ, 30-Aug-2019, 7.05, 7.00, 7.20, 7.00, 7.05, 7.05, 7.06, 907853, 64.09, 1185, 582838, 64.20
IFCI, NC, 30-Aug-2019, 1055.00, 1055.00, 1058.00, 1055.00, 1058.00, 1058.00, 1055.81, 74, 0.78, 4, 74, 100.00
IFCI, NH, 30-Aug-2019, 1005.00, 1010.00, 1010.00, 1005.00, 1009.00, 1009.00, 1006.77, 80, 0.81, 5, 80, 100.00
IFCI, NI, 30-Aug-2019, 1460.00, 1450.00, 1450.00, 1450.00, 1450.00, 1450.00, 1450.00, 12, 0.17, 2, 12, 100.00
IFGLEXPOR, EQ, 30-Aug-2019, 143.70, 141.00, 149.15, 138.00, 138.20, 140.35, 142.50, 648, 0.92, 118, 264, 40.74
IGARASHI, EQ, 30-Aug-2019, 204.15, 207.00, 208.00, 200.00, 201.90, 201.45, 203.44, 7152, 14.55, 329, 5768, 80.65
IGL, EQ, 30-Aug-2019, 329.70, 329.00, 336.95, 327.55, 336.25, 335.65, 333.27, 1589447, 5297.16, 32336, 670931, 42.21
IGPL, EQ, 30-Aug-2019, 148.30, 150.00, 155.00, 130.00, 134.00, 136.95, 139.82, 63524, 88.82, 2562, 37157, 58.49
IIFCL, N2, 30-Aug-2019, 1150.01, 1157.00, 1170.00, 1155.10, 1155.10, 1156.57, 1156.94, 364, 4.21, 6, 364, 100.00
IIFL, EQ, 30-Aug-2019, 120.15, 120.15, 121.35, 117.10, 118.90, 118.20, 119.07, 34227, 40.75, 1425, 19304, 56.40
IIFLFIN, ND, 30-Aug-2019, 919.99, 919.99, 925.00, 919.99, 923.50, 923.50, 920.39, 570, 5.25, 16, 570, 100.00
IIFLFIN, NH, 30-Aug-2019, 970.00, 970.00, 970.00, 950.00, 960.00, 960.00, 953.55, 76, 0.72, 4, 76, 100.00
IIFLFIN, NI, 30-Aug-2019, 950.00, 950.00, 950.00, 950.00, 950.00, 950.00, 950.00, 61, 0.58, 5, 61, 100.00
IIHFL, N2, 30-Aug-2019, 993.00, 985.05, 992.00, 985.00, 985.00, 987.42, 988.58, 136, 1.34, 13, 135, 99.26
IITL, EQ, 30-Aug-2019, 61.00, 61.00, 67.00, 55.40, 65.00, 64.20, 59.67, 43631, 26.03, 172, 33463, 76.70
IL&FSENGG, BZ, 30-Aug-2019, 3.25, 3.25, 3.40, 3.10, 3.20, 3.25, 3.32, 7987, 0.26, 27, -, -
IL&FSTRANS, BZ, 30-Aug-2019, 1.75, 1.70, 1.70, 1.70, 1.70, 1.70, 1.70, 7428, 0.13, 27, -, -
IMFA, EQ, 30-Aug-2019, 154.70, 156.30, 160.00, 154.50, 158.20, 158.65, 157.83, 11280, 17.80, 298, 5768, 51.13
IMPAL, EQ, 30-Aug-2019, 806.00, 801.00, 811.50, 801.00, 810.00, 807.55, 806.11, 416, 3.35, 31, 322, 77.40
IMPEXFERRO, BE, 30-Aug-2019, 0.30, 0.30, 0.35, 0.30, 0.35, 0.35, 0.32, 150, 0.00, 2, -, -
INDBANK, EQ, 30-Aug-2019, 7.10, 7.25, 7.40, 6.70, 7.30, 7.35, 7.18, 21974, 1.58, 169, 12509, 56.93
INDHOTEL, EQ, 30-Aug-2019, 138.90, 138.90, 140.00, 136.05, 138.70, 139.00, 138.20, 277553, 383.57, 3831, 165147, 59.50
INDIACEM, EQ, 30-Aug-2019, 75.65, 75.85, 77.00, 73.05, 73.80, 73.95, 75.04, 1683164, 1263.11, 16420, 582829, 34.63
INDIAGLYCO, EQ, 30-Aug-2019, 189.05, 190.45, 192.95, 186.35, 189.30, 189.85, 189.53, 30099, 57.05, 1186, 13333, 44.30
INDIAMART, EQ, 30-Aug-2019, 1187.80, 1171.25, 1209.85, 1130.30, 1200.00, 1200.05, 1197.22, 44996, 538.70, 3124, 31828, 70.74
INDIANB, EQ, 30-Aug-2019, 191.30, 191.15, 203.00, 183.60, 201.05, 199.90, 193.41, 1556521, 3010.40, 19174, 190227, 12.22
INDIANCARD, EQ, 30-Aug-2019, 107.30, 111.50, 112.65, 110.00, 112.00, 111.20, 111.93, 8892, 9.95, 234, 6417, 72.17
INDIANHUME, EQ, 30-Aug-2019, 249.00, 245.85, 253.65, 244.25, 244.25, 245.85, 248.16, 16230, 40.28, 613, 10442, 64.34
INDIGO, EQ, 30-Aug-2019, 1656.25, 1664.95, 1696.10, 1652.00, 1684.30, 1690.45, 1677.57, 936781, 15715.19, 46561, 182481, 19.48
INDIGRID, IV, 30-Aug-2019, 86.81, 86.80, 87.00, 86.50, 86.50, 86.67, 86.71, 163296, 141.59, 30, 163296, 100.00
INDLMETER, EQ, 30-Aug-2019, 18.85, 18.05, 19.00, 18.05, 18.50, 18.50, 18.49, 439, 0.08, 34, 360, 82.00
INDNIPPON, EQ, 30-Aug-2019, 327.55, 329.95, 330.00, 319.15, 323.00, 322.30, 326.21, 5904, 19.26, 227, 2548, 43.16
INDOCO, EQ, 30-Aug-2019, 135.75, 136.00, 152.85, 136.00, 150.00, 147.75, 143.98, 36145, 52.04, 1743, 22718, 62.85
INDORAMA, EQ, 30-Aug-2019, 26.00, 26.75, 26.75, 25.55, 26.00, 26.00, 26.09, 4114, 1.07, 36, 3743, 90.98
INDOSOLAR, BZ, 30-Aug-2019, 0.45, 0.45, 0.45, 0.40, 0.40, 0.40, 0.41, 552445, 2.26, 81, -, -
INDOSTAR, EQ, 30-Aug-2019, 282.60, 280.50, 285.75, 275.00, 275.00, 276.90, 278.45, 7408, 20.63, 768, 4101, 55.36
INDOTECH, EQ, 30-Aug-2019, 80.60, 79.05, 84.65, 77.70, 84.65, 81.75, 80.77, 2087, 1.69, 63, 1462, 70.05
INDOTHAI, EQ, 30-Aug-2019, 19.70, 19.50, 21.55, 18.60, 20.90, 20.50, 19.92, 10942, 2.18, 393, 6563, 59.98
INDOWIND, EQ, 30-Aug-2019, 3.30, 3.00, 3.45, 2.70, 3.25, 3.20, 3.09, 19981, 0.62, 94, 15399, 77.07
INDRAMEDCO, EQ, 30-Aug-2019, 36.30, 36.10, 36.75, 35.80, 36.45, 36.25, 36.17, 36540, 13.22, 304, 33595, 91.94
INDSWFTLAB, EQ, 30-Aug-2019, 38.70, 37.70, 39.15, 37.55, 38.00, 37.80, 38.43, 297521, 114.34, 882, 77367, 26.00
INDSWFTLTD, EQ, 30-Aug-2019, 3.85, 4.10, 4.10, 3.85, 4.00, 4.00, 3.98, 872, 0.03, 15, 791, 90.71
INDTERRAIN, EQ, 30-Aug-2019, 81.80, 80.10, 86.00, 80.10, 83.20, 81.25, 81.88, 1080, 0.88, 58, 772, 71.48
INDUSINDBK, EQ, 30-Aug-2019, 1350.55, 1359.05, 1401.65, 1330.15, 1397.60, 1395.75, 1369.79, 5254735, 71978.91, 117078, 1564309, 29.77
INEOSSTYRO, EQ, 30-Aug-2019, 605.55, 607.35, 614.75, 602.40, 607.75, 605.05, 608.62, 3030, 18.44, 1607, 2328, 76.83
INFIBEAM, EQ, 30-Aug-2019, 39.65, 39.70, 41.85, 39.60, 40.00, 40.60, 40.59, 1898590, 770.56, 7632, 338545, 17.83
INFOBEAN, EQ, 30-Aug-2019, 61.75, 62.40, 62.40, 60.50, 61.55, 61.10, 60.84, 1174, 0.71, 58, 784, 66.78
INFRABEES, EQ, 30-Aug-2019, 313.07, 315.00, 315.16, 306.00, 311.70, 311.70, 308.30, 1559, 4.81, 76, 610, 39.13
INFRATEL, EQ, 30-Aug-2019, 258.45, 257.85, 257.85, 247.35, 250.10, 250.45, 251.10, 2422188, 6082.22, 44078, 605659, 25.00
INFY, EQ, 30-Aug-2019, 806.95, 810.00, 817.35, 802.00, 814.75, 814.90, 809.24, 8174186, 66148.77, 144388, 5362040, 65.60
INGERRAND, EQ, 30-Aug-2019, 592.20, 593.95, 599.70, 590.30, 598.00, 597.10, 593.86, 7656, 45.47, 2056, 4350, 56.82
INNOVANA, SM, 30-Aug-2019, 226.00, 216.00, 216.00, 216.00, 216.00, 216.00, 216.00, 400, 0.86, 1, 400, 100.00
INNOVATIVE, SM, 30-Aug-2019, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 3000, 0.45, 1, 3000, 100.00
